3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
1428.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | mountain bike, all-terrain bike, off-roader | disk brake, disc brake | knee pad | doormat, welcome mat
0748.jpg: honeycomb | cockroach, roach | chocolate sauce, chocolate syrup | plate | hotdog, hot dog, red hot | mashed potato | chiton, coat-of-mail shell, sea cradle, polyplacophore
4328.jpg: daisy | earthstar | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | proboscis monkey, Nasalis larvatus | chime, bell, gong | cabbage butterfly | fire screen, fireguard
1711.jpg: ram, tup | kelpie | bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | wild boar, boar, Sus scrofa | mongoose | hog, pig, grunter, squealer, Sus scrofa | komondor
4077.jpg: daisy | soap dispenser | binder, ring-binder | black grouse | earthstar | sunscreen, sunblock, sun blocker | lotion
1624.jpg: mobile home, manufactured home | flagpole, flagstaff | monastery | patio, terrace | planetarium | cinema, movie theater, movie theatre, movie house, picture palace | lakeside, lakeshore
1102.jpg: daisy | sulphur butterfly, sulfur butterfly | earthstar | bee | ringlet, ringlet butterfly | ant, emmet, pismire | cabbage butterfly
5512.jpg: chocolate sauce, chocolate syrup | plate | cleaver, meat cleaver, chopper | bakery, bakeshop, bakehouse | ice cream, icecream | Dungeness crab, Cancer magister | television, television system
2221.jpg: tow truck, tow car, wrecker | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | moped | half track | snowplow, snowplough | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | tile roof
6113.jpg: ice cream, icecream | plate | chocolate sauce, chocolate syrup | waffle iron | steel drum | trifle | dough
5360.jpg: monastery | bell cote, bell cot | patio, terrace | thatch, thatched roof | beacon, lighthouse, beacon light, pharos | tile roof | prison, prison house
3414.jpg: hip, rose hip, rosehip | pot, flowerpot | sulphur butterfly, sulfur butterfly | strawberry | bell pepper | cucumber, cuke | greenhouse, nursery, glasshouse
2666.jpg: moped | motor scooter, scooter | disk brake, disc brake | sports car, sport car | Model T | tricycle, trike, velocipede | car wheel
2118.jpg: shopping basket | pot, flowerpot | bakery, bakeshop, bakehouse | caldron, cauldron | ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin | mud turtle | submarine, pigboat, sub, U-boat
1222.jpg: chocolate sauce, chocolate syrup | trifle | plate | ice cream, icecream | horned viper, cerastes, sand viper, horned asp, Cerastes cornutus | spatula | paper towel
3856.jpg: spaghetti squash | sulphur butterfly, sulfur butterfly | cabbage butterfly | pot, flowerpot | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | daisy | rapeseed
5002.jpg: daisy | hair slide | isopod | earthstar | vase | snail | Petri dish
4526.jpg: lakeside, lakeshore | patio, terrace | monastery | valley, vale | boathouse | bannister, banister, balustrade, balusters, handrail | castle
6559.jpg: moped | typewriter keyboard | space bar | hair slide | oboe, hautboy, hautbois | mountain bike, all-terrain bike, off-roader | sports car, sport car
3339.jpg: monastery | church, church building | palace | bell cote, bell cot | vault | castle | altar
6199.jpg: motor scooter, scooter | moped | sports car, sport car | crash helmet | Model T | convertible | disk brake, disc brake
2039.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | snow leopard, ounce, Panthera uncia | cheetah, chetah, Acinonyx jubatus | lynx, catamount | tiger, Panthera tigris | tiger cat
2363.jpg: airliner | projectile, missile | space shuttle | warplane, military plane | missile | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | airship, dirigible
0370.jpg: thresher, thrasher, threshing machine | tricycle, trike, velocipede | jinrikisha, ricksha, rickshaw | moped | mountain bike, all-terrain bike, off-roader | bicycle-built-for-two, tandem bicycle, tandem | Model T
0401.jpg: moped | bicycle-built-for-two, tandem bicycle, tandem | mountain bike, all-terrain bike, off-roader | motor scooter, scooter | tricycle, trike, velocipede | disk brake, disc brake | jinrikisha, ricksha, rickshaw
2620.jpg: pot, flowerpot | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | greenhouse, nursery, glasshouse | cabbage butterfly | hamper | sulphur butterfly, sulfur butterfly | birdhouse
0592.jpg: monastery | palace | castle | prison, prison house | bell cote, bell cot | mosque | maze, labyrinth
0943.jpg: prison, prison house | palace | streetcar, tram, tramcar, trolley, trolley car | bearskin, busby, shako | planetarium | unicycle, monocycle | trolleybus, trolley coach, trackless trolley
1022.jpg: daisy | hair slide | binder, ring-binder | lycaenid, lycaenid butterfly | quill, quill pen | golf ball | pinwheel
6362.jpg: chocolate sauce, chocolate syrup | trifle | consomme | plate | ice cream, icecream | packet | restaurant, eating house, eating place, eatery
3067.jpg: beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | pickup, pickup truck | limousine, limo | minivan | mobile home, manufactured home | convertible | moving van
3969.jpg: moped | motor scooter, scooter | crash helmet | snowmobile | ski | web site, website, internet site, site | disk brake, disc brake
6048.jpg: airliner | warplane, military plane | wing | space shuttle | projectile, missile | airship, dirigible | missile
0870.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | otter | snow leopard, ounce, Panthera uncia | lion, king of beasts, Panthera leo | brown bear, bruin, Ursus arctos
3945.jpg: lakeside, lakeshore | mosque | palace | planetarium | monastery | park bench | greenhouse, nursery, glasshouse
2047.jpg: bassoon | suit, suit of clothes | oboe, hautboy, hautbois | crutch | Windsor tie | lab coat, laboratory coat | Petri dish
5777.jpg: airliner | wing | space shuttle | warplane, military plane | airship, dirigible | projectile, missile | speedboat
6312.jpg: mountain bike, all-terrain bike, off-roader | half track | moped | tractor | disk brake, disc brake | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | tow truck, tow car, wrecker
4392.jpg: rapeseed | vase | book jacket, dust cover, dust jacket, dust wrapper | perfume, essence | earthstar | lighter, light, igniter, ignitor | sulphur butterfly, sulfur butterfly
1151.jpg: thatch, thatched roof | patio, terrace | planetarium | monastery | restaurant, eating house, eating place, eatery | solar dish, solar collector, solar furnace | alp
2854.jpg: daisy | sulphur butterfly, sulfur butterfly | earthstar | bee | ringlet, ringlet butterfly | coral fungus | grasshopper, hopper
6039.jpg: trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | minivan | tow truck, tow car, wrecker | limousine, limo | sports car, sport car | mobile home, manufactured home | traffic light, traffic signal, stoplight
0483.jpg: daisy | sulphur butterfly, sulfur butterfly | sea anemone, anemone | bee | sea urchin | bearskin, busby, shako | vase
5820.jpg: whiskey jug | beaker | pot, flowerpot | caldron, cauldron | barrel, cask | thimble | oil filter
0016.jpg: daisy | sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | bee | ant, emmet, pismire | earthstar | African chameleon, Chamaeleo chamaeleon
5750.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | ice cream, icecream | trifle | plate | honeycomb | mashed potato
0993.jpg: tench, Tinca tinca | barracouta, snoek | American lobster, Northern lobster, Maine lobster, Homarus americanus | Dungeness crab, Cancer magister | gar, garfish, garpike, billfish, Lepisosteus osseus | beer glass | platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus
4952.jpg: bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis | ram, tup | ox | water buffalo, water ox, Asiatic buffalo, Bubalus bubalis | ibex, Capra ibex | Indian elephant, Elephas maximus | oxcart
5812.jpg: airliner | space shuttle | revolver, six-gun, six-shooter | wing | warplane, military plane | assault rifle, assault gun | projectile, missile
5619.jpg: airliner | warplane, military plane | projectile, missile | missile | wing | airship, dirigible | space shuttle
2705.jpg: street sign | traffic light, traffic signal, stoplight | mobile home, manufactured home | lakeside, lakeshore | shopping cart | pole | trolleybus, trolley coach, trackless trolley
3342.jpg: minivan | traffic light, traffic signal, stoplight | trolleybus, trolley coach, trackless trolley | street sign | tow truck, tow car, wrecker | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | limousine, limo
6071.jpg: neck brace | Windsor tie | lab coat, laboratory coat | suit, suit of clothes | barracouta, snoek | sunscreen, sunblock, sun blocker | window screen
3296.jpg: airliner | space shuttle | aircraft carrier, carrier, flattop, attack aircraft carrier | wing | projectile, missile | airship, dirigible | warplane, military plane
5683.jpg: park bench | mobile home, manufactured home | swing | stone wall | patio, terrace | croquet ball | worm fence, snake fence, snake-rail fence, Virginia fence
5295.jpg: sulphur butterfly, sulfur butterfly | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | ringlet, ringlet butterfly | daisy | cabbage butterfly | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | jacamar
3376.jpg: chocolate sauce, chocolate syrup | meat loaf, meatloaf | plate | trifle | ice cream, icecream | packet | ice lolly, lolly, lollipop, popsicle
1687.jpg: airliner | space shuttle | projectile, missile | warplane, military plane | missile | airship, dirigible | wing
4841.jpg: sulphur butterfly, sulfur butterfly | ringlet, ringlet butterfly | daisy | earthstar | cabbage butterfly | bee | coral fungus
5238.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake
3641.jpg: Old English sheepdog, bobtail | Dandie Dinmont, Dandie Dinmont terrier | Sealyham terrier, Sealyham | Lhasa, Lhasa apso | komondor | Bouvier des Flandres, Bouviers des Flandres | otterhound, otter hound
2460.jpg: sax, saxophone | bassoon | oboe, hautboy, hautbois | typewriter keyboard | French horn, horn | fire screen, fireguard | throne
4514.jpg: chocolate sauce, chocolate syrup | plate | ice cream, icecream | trifle | waffle iron | consomme | meat loaf, meatloaf
4383.jpg: meat loaf, meatloaf | chocolate sauce, chocolate syrup | ice cream, icecream | mashed potato | plate | trifle | eggnog
6467.jpg: neck brace | spatula | breastplate, aegis, egis | accordion, piano accordion, squeeze box | shower cap | military uniform | tub, vat
4525.jpg: airliner | space shuttle | airship, dirigible | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | moving van | bullet train, bullet | slide rule, slipstick
4804.jpg: moped | bicycle-built-for-two, tandem bicycle, tandem | tricycle, trike, velocipede | motor scooter, scooter | sports car, sport car | jinrikisha, ricksha, rickshaw | thresher, thrasher, threshing machine
2017.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | bell pepper | vizsla, Hungarian pointer | bee | gyromitra | Rhodesian ridgeback | redbone
3169.jpg: sulphur butterfly, sulfur butterfly | daisy | cabbage butterfly | ringlet, ringlet butterfly | bee | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | ant, emmet, pismire
5553.jpg: wire-haired fox terrier | Kerry blue terrier | indri, indris, Indri indri, Indri brevicaudatus | Sealyham terrier, Sealyham | Tibetan terrier, chrysanthemum dog | Japanese spaniel | standard poodle
3695.jpg: minivan | street sign | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | traffic light, traffic signal, stoplight | sports car, sport car | convertible | car wheel
6189.jpg: vase | spaghetti squash | plate rack | bell pepper | ladle | hourglass | hair slide
6191.jpg: candle, taper, wax light | altar | sombrero | caldron, cauldron | potter's wheel | bakery, bakeshop, bakehouse | dining table, board
1220.jpg: chocolate sauce, chocolate syrup | mixing bowl | consomme | Petri dish | caldron, cauldron | nematode, nematode worm, roundworm | eggnog
4832.jpg: monastery | viaduct | triumphal arch | mosque | vault | steel arch bridge | palace
3551.jpg: rapeseed | Appenzeller | hare | daisy | Kerry blue terrier | marmot | earthstar
4538.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | daisy | sulphur butterfly, sulfur butterfly | rapeseed | ringlet, ringlet butterfly | pot, flowerpot
2209.jpg: airliner | limousine, limo | space shuttle | convertible | pickup, pickup truck | projectile, missile | moving van
0827.jpg: bakery, bakeshop, bakehouse | steel drum | solar dish, solar collector, solar furnace | trifle | Petri dish | waffle iron | barber chair
4292.jpg: palace | monastery | castle | lakeside, lakeshore | prison, prison house | obelisk | mosque
4096.jpg: wombat | Norwegian elkhound, elkhound | kuvasz | Bouvier des Flandres, Bouviers des Flandres | ram, tup | komondor | Old English sheepdog, bobtail
0994.jpg: sulphur butterfly, sulfur butterfly | earthstar | cabbage butterfly | stinkhorn, carrion fungus | ringlet, ringlet butterfly | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | daisy
6506.jpg: monastery | palace | mosque | prison, prison house | bell cote, bell cot | vault | viaduct
4558.jpg: earthstar | buckeye, horse chestnut, conker | echidna, spiny anteater, anteater | rock beauty, Holocanthus tricolor | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | gyromitra | sulphur butterfly, sulfur butterfly
